loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
12000,12000,12000.0, 36 months, 10.72%,391.28,B,B2,Teacher ,10+ years,MORTGAGE,175000.0,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,750xx,TX,10.08,2,Oct-1989,0,10.0,,12,0,4269,20.7%,36,w,4081.86,4081.86,9774.86,9774.86,7918.14,1856.72,0.0,0.0,0.0,Jan-2021,391.28,Feb-2021,Jan-2021,0,31.0,1,Individual,,,,0,0,39333,0,3,0,1,14.0,35064,56.0,0,3,1741,47.0,20600,1,0,0,4,3278.0,2339.0,51.3,0,0,173.0,350,18,14,0,18.0,80.0,14.0,10.0,3,2,5,2,10,11,9,25,5,12,0.0,0,0,0,77.8,50.0,0,0,83393,39333,4800,62793,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
28000,28000,28000.0, 60 months, 10.47%,601.42,B,B2,Customer Service Representative,1 year,MORTGAGE,54000.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,756xx,TX,33.11,1,Aug-1994,0,4.0,,7,0,25246,67.1%,18,w,16724.01,16724.01,16671.05,16671.05,11275.99,5395.06,0.0,0.0,0.0,Jan-2021,601.42,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,57075,0,3,0,2,14.0,27969,67.0,0,0,17465,67.0,37600,0,2,3,2,8154.0,5354.0,82.5,0,0,125.0,289,48,14,5,232.0,,2.0,,0,2,2,2,3,7,3,6,2,7,0.0,0,0,0,94.4,50.0,0,0,117103,53215,30600,41503,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 36 months,  6.11%,609.44,A,A1,Senior FX Technical Director,3 years,MORTGAGE,100000.0,Not Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,911xx,CA,4.44,0,Jun-2007,0,,,8,0,12265,23.6%,15,w,0.0,0.0,20796.82,20796.82,20000.0,796.82,0.0,0.0,0.0,Jun-2020,1455.6,,Oct-2020,0,,1,Individual,,,,0,0,12265,0,0,0,0,66.0,0,,2,2,6480,24.0,51900,0,0,0,2,1533.0,33835.0,26.6,0,0,102.0,136,7,7,0,7.0,,,,0,2,2,6,6,4,8,10,2,8,0.0,0,0,2,100.0,0.0,0,0,51900,12265,46100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
21000,21000,21000.0, 60 months, 18.94%,544.06,D,D2,Supervisor,8 years,OWN,70000.0,Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,481xx,MI,32.01,0,Jul-2005,0,26.0,,15,0,8792,26.6%,28,w,14234.75,14234.75,14101.37,14101.37,6765.25,7336.12,0.0,0.0,0.0,Jan-2021,544.06,Feb-2021,Jan-2021,1,,1,Individual,,,,0,896,73721,3,4,1,3,10.0,64929,82.0,3,3,5773,66.0,33100,3,0,7,6,4915.0,11696.0,34.3,0,0,160.0,134,1,1,0,1.0,26.0,7.0,26.0,0,3,5,6,8,11,11,17,5,15,0.0,0,0,4,85.7,16.7,0,0,112577,73721,17800,79477,,,,,,,,,,,,,,,,,544.06,,,,,,,674.0154,14249.73,544.06,N,,,,,,
35000,35000,35000.0, 60 months, 16.91%,868.15,C,C5,Landlord ,2 years,RENT,70000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,339xx,FL,3.05,4,Aug-2003,0,10.0,,7,0,2555,13.5%,12,w,27854.21,27854.21,18115.17,18115.17,7145.79,10969.38,0.0,0.0,0.0,Jan-2021,868.15,Feb-2021,Jan-2021,0,10.0,1,Individual,,,,0,0,3761,0,2,0,0,64.0,1206,23.0,0,2,2196,16.0,18900,0,0,0,2,537.0,15735.0,13.1,0,0,181.0,182,18,18,0,53.0,10.0,,10.0,4,2,3,2,6,3,5,9,3,6,0.0,0,2,0,25.0,0.0,0,0,24150,3761,18100,5250,,,,,,,,,,,,N,DR0250PV01,UNEMPLOYMENT,COMPLETE,3.0,868.15,Oct-2020,Dec-2020,Oct-2020,3.0,0.0,,1177.53669,28394.23,868.15,N,,,,,,
10000,10000,10000.0, 36 months,  8.46%,315.5,A,A5,Director,5 years,MORTGAGE,167000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,6.75,0,Jul-1985,0,,,10,0,14359,27.3%,14,w,2741.56,2741.56,8498.98,8498.98,7258.44,1240.54,0.0,0.0,0.0,Jan-2021,315.5,Feb-2021,Jan-2021,0,,1,Individual,,,,0,1307,370069,1,1,1,1,4.0,31673,96.0,0,1,9319,54.0,52600,1,0,3,2,37007.0,26430.0,31.5,0,0,76.0,399,14,4,3,14.0,,4.0,,0,3,5,5,6,2,8,9,5,10,0.0,0,0,1,100.0,0.0,0,0,422973,46032,38600,32873,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 36 months, 14.47%,688.13,C,C2,Mechanical Discipline Leader,10+ years,MORTGAGE,130000.0,Not Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,305xx,GA,17.1,0,Jul-1996,1,26.0,,7,0,24297,84.1%,32,w,6445.99,6445.99,17875.3,17875.3,13554.01,4321.29,0.0,0.0,0.0,Jan-2021,688.13,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,234251,1,2,1,2,10.0,52595,78.0,3,3,9548,83.0,28900,1,0,1,6,33464.0,4603.0,84.1,0,0,268.0,160,5,5,2,5.0,,5.0,,0,4,4,4,10,19,4,11,4,7,0.0,0,0,4,96.9,100.0,0,0,256932,76892,28900,62532,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000.0, 60 months,  6.11%,232.61,A,A1,Senior Executive Administrator,10+ years,MORTGAGE,90000.0,Source Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,535xx,WI,12.55,0,May-2003,0,,102.0,14,1,9364,20.5%,22,w,0.0,0.0,12570.302991831999,12570.3,12000.0,570.3,0.0,0.0,0.0,Aug-2019,10689.05,,Mar-2020,0,,1,Individual,,,,0,0,315865,3,2,0,2,14.0,17904,65.0,2,5,6583,37.0,45600,1,3,2,8,22562.0,20481.0,27.6,0,0,96.0,149,3,3,2,3.0,,6.0,,0,2,4,4,4,7,11,13,4,14,0.0,0,0,3,100.0,0.0,1,0,363004,27268,28300,27404,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 60 months, 15.02%,238.01,C,C3,Server,3 years,RENT,40000.0,Source Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,276xx,NC,13.41,0,Aug-2004,1,,,13,0,1282,11.1%,14,f,0.0,0.0,11330.158225655601,11330.16,10000.0,1330.16,0.0,0.0,0.0,Sep-2019,8966.75,,Jan-2021,0,,1,Individual,,,,0,4797,19394,1,4,1,4,12.0,18112,87.0,2,7,528,60.0,11500,2,0,2,11,1492.0,7614.0,10.4,0,0,170.0,35,1,1,0,1.0,,2.0,,0,4,6,7,7,5,9,9,6,13,0.0,0,0,3,100.0,0.0,0,0,32413,19394,8500,20913,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3000,3000,3000.0, 36 months, 10.33%,97.27,B,B1,Machinist ,< 1 year,RENT,45760.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,141xx,NY,25.47,2,Aug-2009,0,3.0,,19,0,787,9.2%,32,w,928.08,928.08,2527.3,2527.3,2071.92,455.38,0.0,0.0,0.0,Jan-2021,97.27,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,54268,0,18,1,1,12.0,53481,77.0,0,0,787,70.0,8600,1,0,2,1,2856.0,7813.0,9.2,0,0,111.0,85,57,12,0,78.0,,12.0,,0,1,1,1,2,29,1,3,1,19,0.0,0,0,1,93.5,0.0,0,0,77658,54268,8600,69058,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15525,15525,15525.0, 36 months, 18.94%,568.62,D,D2,,,MORTGAGE,87000.0,Not Verified,Nov-2018,Charged Off,n,,,credit_card,Credit card refinancing,342xx,FL,37.92,0,Jan-2000,2,54.0,,24,0,23797,35.5%,47,w,0.0,0.0,10765.9,10765.9,652.27,468.63,0.0,9645.0,1736.1,Jan-2019,568.62,,Nov-2019,0,54.0,1,Individual,,,,0,0,77260,2,4,1,2,5.0,53463,76.0,1,5,3065,57.0,66700,2,0,6,7,3359.0,25506.0,41.4,0,0,147.0,226,5,5,1,5.0,54.0,0.0,54.0,2,14,17,15,20,15,20,31,17,24,0.0,0,0,2,87.8,7.1,0,0,136706,77260,43500,70006,,,,,,,,,,,,N,,,,,,,,,,,,,,,Y,Dec-2019,COMPLETE,Nov-2019,9645.0,60.0,1.0
12000,12000,12000.0, 36 months,  8.46%,378.59,A,A5,,,MORTGAGE,0.0,Not Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,933xx,CA,,0,Aug-1980,0,,96.0,5,1,2579,13.9%,8,w,3672.35,3672.35,9846.16,9846.16,8327.65,1518.51,0.0,0.0,0.0,Jan-2021,378.59,Feb-2021,Jan-2021,0,,1,Joint App,60200.0,6.64,Not Verified,0,0,166550,1,0,0,0,,0,,1,2,805,14.0,18600,0,0,0,3,33310.0,8892.0,11.1,0,0,,458,4,4,1,4.0,,17.0,,0,2,3,2,3,0,4,7,3,5,0.0,0,0,1,100.0,50.0,1,0,185800,2579,10000,0,8036.0,Aug-1980,0.0,1.0,7.0,36.6,0.0,8.0,0.0,0.0,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000.0, 60 months, 12.98%,341.15,B,B5,staff sergeant,10+ years,MORTGAGE,108000.0,Source Verified,Nov-2018,Fully Paid,n,,,credit_card,Credit card refinancing,769xx,TX,19.38,2,Feb-2007,3,12.0,,18,0,16611,20%,37,w,0.0,0.0,15708.305296485,15708.31,15000.0,708.31,0.0,0.0,0.0,Apr-2019,14706.49,,Jun-2019,0,,1,Individual,,,,0,0,443162,3,2,2,2,2.0,19859,40.0,1,4,13647,27.0,83100,3,0,5,10,24620.0,53989.0,23.5,0,0,97.0,141,3,2,5,3.0,,6.0,12.0,0,2,2,8,8,8,14,24,2,18,0.0,0,0,3,94.6,0.0,0,0,564895,36470,70600,50000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
21600,21600,21325.0, 36 months, 10.33%,700.33,B,B1,Owner,10+ years,RENT,95000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,530xx,WI,28.25,0,Aug-2003,0,,,8,0,17155,70.3%,9,f,6682.54,6597.46,18183.79,17952.28,14917.46,3266.33,0.0,0.0,0.0,Jan-2021,700.33,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,104888,1,2,0,1,21.0,87733,,2,3,4480,70.0,24400,1,3,0,4,13111.0,2475.0,81.0,0,0,32.0,183,1,1,0,10.0,,21.0,,0,3,4,3,3,2,6,7,4,8,0.0,0,0,2,100.0,66.7,0,0,147416,104888,13000,123016,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9000,9000,9000.0, 36 months, 11.80%,298.07,B,B4,Line Cook,2 years,MORTGAGE,40000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,180xx,PA,30.54,0,Oct-2015,1,,,6,0,9137,63%,9,w,3093.28,3093.28,7437.0,7437.0,5906.72,1530.28,0.0,0.0,0.0,Jan-2021,298.07,Feb-2021,Jan-2021,0,,1,Joint App,110000.0,13.56,Source Verified,0,0,205963,2,2,2,3,7.0,21041,70.0,1,2,2893,68.0,14500,3,1,11,6,34327.0,1729.0,68.6,0,0,26.0,38,4,4,1,13.0,,3.0,,0,2,3,2,3,4,3,4,3,6,0.0,0,0,4,100.0,50.0,0,0,221140,30178,5500,29999,9427.0,Aug-2011,2.0,1.0,8.0,33.8,2.0,6.0,0.0,0.0,16.0,N,,,,,,,,,,,,,,,N,,,,,,
6000,6000,6000.0, 36 months, 18.94%,219.76,D,D2,food service worker,10+ years,RENT,34000.0,Source Verified,Oct-2018,Late (31-120 days),n,,,other,Other,119xx,NY,37.49,1,Jul-2004,1,11.0,,21,0,11406,34.3%,34,w,3033.23,3033.23,4608.65,4608.65,2966.77,1641.88,0.0,0.0,0.0,Dec-2020,0.0,Feb-2021,Jan-2021,0,,1,Joint App,78000.0,16.34,Source Verified,0,0,27391,2,1,0,0,31.0,15985,64.0,4,7,985,47.0,33300,1,0,2,7,1304.0,9989.0,13.1,0,0,171.0,125,1,1,0,6.0,11.0,1.0,11.0,0,4,12,6,10,4,20,30,12,21,0.0,0,0,4,94.1,0.0,0,0,58450,27391,11500,25150,11406.0,Jul-2004,5.0,0.0,1.0,,1.0,0.0,0.0,0.0,,N,CVD19SKIP,UNEMPLOYED,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,113.11,3607.64,219.76,N,,,,,,
3200,3200,3200.0, 36 months,  6.11%,97.51,A,A1,SVP Financial Operations,10+ years,MORTGAGE,140000.0,Not Verified,Oct-2018,Fully Paid,n,,,credit_card,Credit card refinancing,077xx,NJ,15.29,0,Aug-1994,1,,,18,0,23227,17.2%,48,w,0.0,0.0,3350.6189027023997,3350.62,3200.0,150.62,0.0,0.0,0.0,Aug-2019,2474.12,,Sep-2019,0,,1,Individual,,,,0,0,339850,0,4,0,3,16.0,34662,56.0,0,1,4308,29.0,135200,1,0,3,4,18881.0,90818.0,7.4,0,0,136.0,289,14,14,4,14.0,,4.0,,0,7,9,7,12,17,11,26,9,18,0.0,0,0,0,100.0,0.0,0,0,506927,58016,98100,62393,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000.0, 60 months, 10.47%,859.17,B,B2,,,OWN,70000.0,Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,18.43,0,Jan-1967,0,,,5,0,42463,77.5%,6,w,24543.23,24543.23,23151.06,23151.06,15456.77,7694.29,0.0,0.0,0.0,Jan-2021,859.17,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,42463,0,0,0,0,120.0,0,,0,0,13101,78.0,54800,0,0,0,0,8493.0,6287.0,85.9,0,0,120.0,620,206,120,0,206.0,,,,0,4,5,4,4,1,5,5,5,5,0.0,0,0,0,100.0,75.0,0,0,54800,42463,44700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 36 months, 11.31%,657.72,B,B3,,,MORTGAGE,47495.0,Not Verified,Nov-2018,Fully Paid,n,,,other,Other,302xx,GA,15.95,0,Aug-2000,0,,,6,0,16416,54.4%,15,w,0.0,0.0,22284.506605465802,22284.51,20000.0,2284.51,0.0,0.0,0.0,Jan-2020,13727.86,,Mar-2020,0,,1,Individual,,,,0,0,159226,0,1,0,0,43.0,7240,68.0,0,2,9357,58.0,30200,0,0,0,3,26538.0,12784.0,56.2,0,0,140.0,137,18,14,4,18.0,,15.0,,0,2,2,3,4,4,4,7,2,6,0.0,0,0,0,100.0,66.7,0,0,184094,23656,29200,10679,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000.0, 36 months, 11.80%,397.43,B,B4,Lead Engineer,2 years,RENT,300000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,950xx,CA,9.45,1,Apr-2011,2,15.0,,12,0,17953,67.7%,23,w,3767.4,3767.4,10325.31,10325.31,8232.6,2092.71,0.0,0.0,0.0,Jan-2021,397.43,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,63649,2,3,1,1,2.0,45696,56.0,1,4,12958,59.0,26500,1,0,4,5,5304.0,4065.0,80.4,0,0,87.0,91,3,2,0,3.0,15.0,2.0,15.0,0,5,8,6,8,9,9,14,8,12,0.0,0,0,2,95.7,33.3,0,0,107614,63649,20700,81114,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
30800,30800,30800.0, 36 months,  8.81%,976.72,A,A5,LEAD RADIATION THERAPIST,8 years,MORTGAGE,105000.0,Source Verified,Nov-2018,In Grace Period,n,,,debt_consolidation,Debt consolidation,200xx,DC,21.94,0,Oct-2004,0,,,12,0,16200,25.6%,27,w,10298.85,10298.85,24406.29,24406.29,20501.15,3905.14,0.0,0.0,0.0,Jan-2021,977.0,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,368397,2,4,2,3,4.0,58277,78.0,1,5,4680,54.0,63300,3,3,3,9,30700.0,28820.0,14.0,0,0,169.0,158,10,4,3,17.0,,10.0,,0,1,2,3,8,7,7,17,2,12,0.0,0,0,3,100.0,0.0,0,0,440934,74477,33500,74584,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
28500,28500,28500.0, 36 months, 11.55%,940.5,B,B4,Journeyman Electrician ,2 years,MORTGAGE,89000.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,925xx,CA,14.0,3,Nov-2006,0,6.0,,7,0,29939,90.5%,21,w,8193.45,8193.45,25403.01,25403.01,20306.55,4955.38,141.08,0.0,0.0,Jan-2021,940.5,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,363522,0,1,0,0,38.0,6479,40.0,0,0,2541,74.0,33100,1,7,2,1,51932.0,3259.0,43.8,0,0,140.0,143,40,21,7,40.0,13.0,11.0,13.0,0,1,3,1,3,8,4,6,3,7,0.0,0,0,0,85.7,0.0,0,0,386526,36418,5800,16126,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
2000,2000,2000.0, 36 months, 24.37%,78.86,E,E2,Chef,< 1 year,RENT,30000.0,Not Verified,Oct-2018,Fully Paid,n,,,other,Other,812xx,CO,4.4,0,May-2015,0,,,2,0,9953,89.7%,2,w,0.0,0.0,2625.96,2625.96,2000.0,625.96,0.0,0.0,0.0,Jun-2020,9.2,,Dec-2020,0,,1,Individual,,,,0,0,9953,0,0,0,0,,0,,1,1,9534,90.0,11100,0,0,1,1,4977.0,1147.0,89.7,0,0,,41,11,11,0,11.0,,11.0,,0,2,2,2,2,0,2,2,2,2,0.0,0,0,1,100.0,50.0,0,0,11100,9953,11100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months,  8.19%,314.25,A,A4,Police Officer,6 years,RENT,100000.0,Not Verified,Nov-2018,Fully Paid,n,,,credit_card,Credit card refinancing,110xx,NY,16.2,0,Dec-2007,0,66.0,,9,0,10463,23.3%,32,w,0.0,0.0,10809.7183260174,10809.72,10000.0,809.72,0.0,0.0,0.0,Jan-2020,6554.02,,Mar-2020,0,66.0,1,Individual,,,,0,0,55951,0,3,0,1,24.0,45488,5.0,1,1,4237,16.0,45000,0,0,3,2,6217.0,24808.0,21.5,0,0,131.0,119,11,11,0,31.0,,7.0,,1,3,5,4,9,15,6,17,5,9,0.0,0,0,1,96.8,0.0,0,0,109427,55951,31600,64427,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
13000,13000,13000.0, 60 months, 19.92%,343.85,D,D3,Tractor trailer driver,10+ years,MORTGAGE,92000.0,Source Verified,Oct-2018,Fully Paid,n,,,home_improvement,Home improvement,104xx,NY,7.58,1,May-2000,0,14.0,,11,0,15951,58.9%,63,f,0.0,0.0,13877.815078081101,13877.82,13000.0,877.82,0.0,0.0,0.0,Feb-2019,12860.66,,Mar-2019,0,57.0,1,Individual,,,,0,0,15951,1,0,0,0,36.0,0,,3,15,3059,59.0,27100,0,0,3,15,1450.0,5448.0,64.9,0,0,137.0,221,1,1,1,36.0,53.0,3.0,14.0,2,6,11,6,22,9,11,53,11,11,0.0,0,0,3,90.5,50.0,0,0,27100,15951,15500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
6000,6000,6000.0, 36 months,  7.84%,187.58,A,A4,Cable Tech III,5 years,RENT,37000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,641xx,MO,21.02,0,Aug-2010,1,50.0,,16,0,5013,31.1%,26,w,2124.37,2124.37,4574.31,4574.31,3875.63,698.68,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,50.0,1,Individual,,,,0,0,45054,1,10,2,3,4.0,40041,88.0,2,2,3368,73.0,16100,0,4,2,5,2816.0,10087.0,33.2,0,0,98.0,31,7,4,0,7.0,,4.0,,7,4,4,5,5,20,6,6,4,16,0.0,0,0,4,73.1,0.0,0,0,61510,45054,15100,45410,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,43.31,3316.45,187.58,N,,,,,,
40000,40000,40000.0, 36 months,  6.11%,1218.88,A,A1,Modification Manager and Loan Scheduler,10+ years,RENT,69740.0,Source Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,606xx,IL,20.34,0,Mar-1980,0,,,13,0,46867,59.8%,19,w,10695.48,10695.48,32896.18,32896.18,29304.52,3591.66,0.0,0.0,0.0,Jan-2021,1218.88,Feb-2021,Jan-2021,0,,1,Individual,,,,0,1705,46867,0,0,0,0,,0,,0,0,11128,58.0,78400,0,0,0,0,3605.0,31533.0,59.8,0,0,,463,85,85,0,127.0,,,,0,9,9,11,14,0,11,17,9,13,0.0,0,0,0,100.0,36.4,0,0,80919,46867,78400,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000.0, 60 months, 16.14%,292.72,C,C4,,,OWN,34000.0,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,775xx,TX,17.83,0,May-1999,1,74.0,,9,0,8825,24.3%,25,w,8128.19,8128.19,7291.1,7291.1,3871.81,3419.29,0.0,0.0,0.0,Jan-2021,292.72,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,23037,1,1,0,1,22.0,14212,75.0,1,1,3579,42.0,36300,0,4,1,2,2560.0,5275.0,62.6,0,0,110.0,235,6,6,0,100.0,,6.0,74.0,0,4,4,4,10,6,8,19,4,9,0.0,0,0,1,96.0,25.0,0,0,55301,23037,14100,19001,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
14000,14000,14000.0, 36 months,  7.56%,435.88,A,A3,Nurse,10+ years,OWN,120000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,908xx,CA,15.82,0,May-2001,1,46.0,,12,0,15454,38.3%,40,w,4211.22,4211.22,11327.0,11327.0,9788.78,1538.22,0.0,0.0,0.0,Jan-2021,435.88,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,63442,0,2,0,1,16.0,47988,49.0,1,3,4669,43.0,40400,1,7,3,4,5287.0,11347.0,50.4,0,0,172.0,210,11,11,4,11.0,46.0,4.0,46.0,0,5,9,5,14,6,10,30,9,12,0.0,0,0,1,95.0,20.0,0,0,111883,63442,22900,71483,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
6500,6500,6500.0, 36 months,  7.84%,203.21,A,A4,education manager,8 years,RENT,44000.0,Not Verified,Oct-2018,Fully Paid,n,,,other,Other,976xx,OR,31.78,0,Jun-2002,0,,,21,0,5665,13.4%,44,w,0.0,0.0,6825.9890586573,6825.99,6500.0,325.99,0.0,0.0,0.0,Jun-2019,5395.37,,Jan-2021,0,,1,Individual,,,,0,0,73670,2,3,0,1,23.0,68005,106.0,2,3,2010,52.0,42200,1,2,0,4,3508.0,16629.0,20.1,0,0,163.0,136,1,1,2,1.0,,23.0,,0,5,11,6,10,20,18,22,11,21,0.0,0,0,2,100.0,16.7,0,0,120925,73670,20800,78725,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
11000,11000,11000.0, 60 months,  6.67%,216.11,A,A2,Senior medical technologist ,9 years,MORTGAGE,60000.0,Source Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,327xx,FL,18.38,0,Aug-2006,0,,,13,0,9236,24.1%,19,w,0.0,0.0,12191.36,12191.36,11000.0,1191.36,0.0,0.0,0.0,Oct-2020,7441.02,,Oct-2020,0,,1,Individual,,,,0,0,224015,0,5,0,1,19.0,26052,57.0,0,2,4562,42.0,38300,0,0,0,5,17232.0,16206.0,33.3,0,0,138.0,146,24,19,1,24.0,,19.0,,0,3,4,4,4,8,7,9,4,13,0.0,0,0,0,100.0,25.0,0,0,280318,35288,24300,45641,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
5500,5500,5500.0, 36 months, 11.31%,180.88,B,B3,,,RENT,40000.0,Not Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,880xx,NM,15.15,0,Sep-2001,0,,32.0,7,1,242,2.3%,30,f,0.0,0.0,6015.31,6015.31,5500.0,515.31,0.0,0.0,0.0,Mar-2020,872.45,,Jan-2021,0,,1,Individual,,,,0,0,21736,1,2,2,2,6.0,21494,89.0,1,2,242,63.0,10400,0,6,1,4,4347.0,4158.0,5.5,0,0,147.0,196,7,6,1,7.0,,7.0,,0,1,1,3,13,9,5,20,1,7,0.0,0,0,3,100.0,0.0,1,0,34478,21736,4400,24078,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
